reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,text.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,13,1,92,6,1848.4533913999912,,1848.4430725999991,1848.4533913999912,1849.4534217999899,1849.4534217999899,1849.4534217999899,1850.6411149999913,t,-3.0090808999957517,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
27,50,21,13,2,93,2,1850.6537169999938,,1850.6417314999999,1850.6537169999938,1851.6557486999955,1851.6557486999955,1851.6557486999955,1853.1266456000012,l,-2.7290452999877743,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
11,30,7,13,3,94,0,1853.1390194999985,,1853.1273744999926,1853.1390194999985,1854.1387474999938,1854.1387474999938,1854.1387474999938,1857.6621446999925,l,-0.6753171999880578,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
40,55,62,13,4,95,3,1857.6900298999972,,1857.6628696999978,1857.6900298999972,1858.6748986999883,1858.6748986999883,1858.6911217000015,1861.313302999988,t,-1.5628455999976723,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
15,35,13,13,5,96,1,1861.3253121000016,,1861.3138741000002,1861.3253121000016,1862.3258604000002,1862.3258604000002,1862.3258604000002,1864.1154773999879,l,-2.410076799991657,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
67,75,119,13,6,97,5,1864.1265085999912,,1864.1160081999988,1864.1265085999912,1865.126616900001,1865.126616900001,1865.126616900001,1866.1001281999925,t,-3.227552600001218,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
15,35,13,14,0,98,1,1866.10979029999,,1866.1007588999928,1866.10979029999,1867.1099228999956,1867.1099228999956,1867.1099228999956,1868.5328160999925,l,-2.782996199995978,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
67,75,119,14,1,99,5,1868.5450637999893,,1868.5333957999974,1868.5450637999893,1869.5460473999992,1869.5460473999992,1869.5460473999992,1875.4360960999911,t,1.6896332000032999,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
40,55,62,14,2,100,3,1875.4481782999937,,1875.4365412999905,1875.4481782999937,1876.4477803999907,1876.4477803999907,1876.4651394999964,1883.5567147999973,t,2.907478399996762,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
11,30,7,14,3,101,0,1883.5679976999963,,1883.5574435000017,1883.5679976999963,1884.5680670000002,1884.5680670000002,1884.5849127999973,1889.140301499996,l,0.37722730000677984,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
78,80,162,14,4,102,6,1889.1531321999937,,1889.1408852999884,1889.1531321999937,1890.1541805000015,1890.1541805000015,1890.1541805000015,1890.8744201999943,t,-3.481747500001802,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
27,50,21,14,5,103,2,1890.8864227999875,,1890.874815999996,1890.8864227999875,1891.8879574999883,1891.8879574999883,1891.8879574999883,1893.4753853000002,l,-2.6184886999981245,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
49,60,89,14,6,104,4,1893.4883395999932,,1893.4759529000003,1893.4883395999932,1894.4885670999938,1894.4885670999938,1894.4885670999938,1896.4273182999896,t,-2.2619090999942273,None,dvdvd,001,2024-11-21_17h56.55.204,delay_discount,2024.1.5,None,2024-11-21 17h57.18.969067 +0530,
